onset,offset,pitch,velocity
4032,4044,73,64
4044,4056,71,64
4056,4080,61,64
4056,4080,70,64
4080,4104,76,64
4104,4128,59,64
4104,4128,67,64
4128,4152,76,64
4152,4164,66,64
4152,4176,58,64
4164,4176,73,64
4176,4188,76,64
4188,4200,74,64
4200,4212,76,64
4212,4224,79,64
4224,4236,78,64
4236,4248,76,64
4248,4260,74,64
4260,4272,73,64
4272,4284,71,64
4284,4296,69,64
4296,4308,67,64
4308,4320,70,64
4320,4332,71,64
4332,4344,73,64
4344,4356,74,64
4356,4368,71,64
4368,4380,73,64
4380,4392,70,64
4392,4404,66,64
4404,4416,73,64
4416,4428,78,64
4428,4440,80,64
4440,4452,82,64
4452,4464,83,64
4464,4476,82,64
4476,4488,83,64
4488,4500,85,64
4500,4512,86,64
4512,4524,85,64
4524,4536,86,64
4536,4548,88,64
4548,4560,78,64
4560,4572,70,64
4572,4584,78,64
4584,4596,88,64
4596,4608,78,64
4608,4620,70,64
4620,4632,71,64
4632,4644,73,64
4644,4656,74,64
4656,4668,76,64
4668,4680,78,64
4680,4692,80,64
4692,4704,82,64
4704,4716,83,64
4716,4728,85,64
4728,4740,86,64
4740,4752,77,64
4752,4764,71,64
4764,4776,77,64
4776,4788,86,64
4788,4800,77,64
4800,4812,71,64
4812,4824,73,64
4824,4836,74,64
4836,4848,76,64
4848,4860,74,64
4860,4872,73,64
4872,4884,71,64
4884,4896,69,64
4896,4908,68,64
4908,4920,66,64
4920,4932,65,64
4932,4944,86,64
4944,4956,85,64
4956,4968,83,64
4968,4980,82,64
4980,4992,79,64
4992,5004,78,64
5004,5016,76,64
5016,5028,74,64
5028,5040,73,64
5040,5052,74,64
5052,5064,71,64
5064,5088,66,64
5088,5112,70,64
5112,5136,59,64
5112,5136,66,64
5112,5136,71,64
5136,5148,74,64
5148,5160,73,64
5160,5184,71,64
5184,5196,59,64
5196,5208,57,64
5208,5232,55,64
5232,5244,74,64
5244,5256,73,64
5256,5268,71,64
5268,5280,70,64
5280,5304,71,64
5304,5328,62,64
5304,5328,71,64
5304,5328,78,64
5328,5340,71,64
5340,5352,70,64
5352,5376,71,64
5376,5388,72,64
5388,5400,71,64
5400,5412,69,64
5412,5424,67,64
5424,5436,66,64
5436,5448,64,64
5448,5460,63,64
5460,5472,72,64
5472,5484,71,64
5484,5496,69,64
5496,5508,67,64
5508,5520,66,64
5520,5532,64,64
5532,5544,66,64
5544,5556,67,64
5556,5568,69,64
5568,5580,71,64
5580,5592,73,64
5592,5604,74,64
5604,5616,78,64
5616,5628,83,64
5628,5640,80,64
5640,5652,77,64
5652,5664,73,64
5664,5676,86,64
5676,5688,85,64
5688,5700,83,64
5700,5712,82,64
5712,5724,83,64
5724,5736,85,64
5736,5760,78,64
5760,5772,85,64
5772,5784,74,64
5784,5808,66,64
5784,5808,76,64
5808,5820,85,64
5820,5832,74,64
5832,5856,68,64
5832,5856,76,64
5856,5868,85,64
5868,5880,74,64
5880,5904,70,64
5880,5904,76,64
5904,5916,79,64
5916,5928,78,64
5928,5988,79,64
5988,6000,78,64
6000,6012,76,64
6012,6024,74,64
6024,6036,73,64
6036,6048,71,64
6048,6060,70,64
6060,6072,73,64
6072,6084,64,64
6084,6096,67,64
6096,6108,66,64
6108,6120,64,64
6120,6132,62,64
6132,6144,61,64
6144,6156,59,64
6156,6168,58,64
6168,6192,59,64
6168,6192,66,64
6168,6192,74,64
6168,6192,83,64
6192,6216,78,64
6216,6240,59,64
6216,6240,66,64
6216,6240,74,64
6216,6240,83,64
6240,6264,78,64
6264,6288,70,64
6264,6288,73,64
6264,6288,79,64
6288,6300,79,64
6300,6312,78,64
6312,6336,76,64
6336,6360,70,64
6336,6360,76,64
6336,6360,79,64
6360,6384,71,64
6360,6384,74,64
6360,6384,78,64
6384,6408,64,64
6384,6408,76,64
6408,6432,66,64
6408,6432,74,64
6432,6444,76,64
6432,6456,66,64
6444,6456,73,64
6456,6528,59,64
6456,6528,66,64
6456,6528,71,64
